Unnamed: 0,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
149,FC,2015-04-05,87.5,2.16,5.45,"Lester, Jon",Yadier Molina,Jon Lester,,swinging_strike,,,,,5,Yadier Molina strikes out swinging.,R,R,L,CHC,STL,S,,,1,0,2015,0.25,1.22,-0.2,2.61,,,,0,2,Top,,,,,David Ross,,150405_194150,-6.8,-127.25,-3.08,4.45,25.68,-20.41,3.51,1.57,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,10,2,Cutter,0,1,1,0,1,0,1,0,,,,0.0,-0.042
150,FC,2015-04-05,87.9,2.36,5.52,"Lester, Jon",Yadier Molina,Jon Lester,,ball,,,,,3,Yadier Molina strikes out swinging.,R,R,L,CHC,STL,B,,,0,0,2015,0.27,1.43,0.6,3.51,,,,0,2,Top,,,,,David Ross,,150405_194137,-5.4,-127.97,-1.56,4.79,25.49,-17.85,3.51,1.57,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,10,1,Cutter,0,1,1,0,1,0,1,0,,,,0.0,0.033
176,FC,2015-04-05,88.1,-1.27,6.23,"Wainwright, Adam",Starlin Castro,Adam Wainwright,field_out,hit_into_play,,,,,5,"Starlin Castro grounds out, pitcher Adam Wainwright to first baseman Matt Adams.",R,R,R,CHC,STL,X,1.0,ground_ball,2,1,2015,0.24,0.72,0.2,2.21,Dexter Fowler,,,2,1,Bot,127.5,178.08,,,Yadier Molina,,150405_193858,2.85,-128.18,-4.98,4.39,27.45,-26.13,3.37,1.54,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,0.0,,0.0,0.0,,9,4,Cutter,0,1,0,1,1,0,0,1,,,,-0.037,-0.347
188,FF,2015-04-05,92.3,-0.99,6.06,"Wainwright, Adam",Starlin Castro,Adam Wainwright,,foul,,,,,6,"Starlin Castro grounds out, pitcher Adam Wainwright to first baseman Matt Adams.",R,R,R,CHC,STL,S,,,2,0,2015,-0.47,1.42,0.35,2.33,Dexter Fowler,,,2,1,Bot,,,,,Yadier Molina,,150405_193833,4.38,-134.18,-6.74,-4.44,28.69,-16.57,3.37,1.54,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,9,3,4-Seam Fastball,0,1,0,1,1,0,0,1,,,,0.0,-0.05
196,CU,2015-04-05,76.5,-1.26,6.42,"Wainwright, Adam",Starlin Castro,Adam Wainwright,,ball,,,,,14,"Starlin Castro grounds out, pitcher Adam Wainwright to first baseman Matt Adams.",R,R,R,CHC,STL,B,,,1,0,2015,0.97,-1.1,0.68,0.9,Dexter Fowler,,,2,1,Bot,,,,,Yadier Molina,,150405_193808,1.99,-111.38,-2.06,9.63,25.7,-43.1,3.37,1.54,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,9,2,Curveball,0,1,0,1,1,0,0,1,,,,0.0,0.029
202,FC,2015-04-05,89.4,-1.14,6.1,"Wainwright, Adam",Starlin Castro,Adam Wainwright,,blocked_ball,,,,,14,"Starlin Castro grounds out, pitcher Adam Wainwright to first baseman Matt Adams.",R,R,R,CHC,STL,B,,,0,0,2015,0.21,1.36,1.26,0.52,Dexter Fowler,,,2,1,Bot,,,,,Yadier Molina,,150405_193745,5.31,-129.65,-10.67,4.19,27.7,-18.41,3.47,1.62,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,9,1,Cutter,0,1,0,1,1,0,0,1,,,,0.0,0.016
209,FC,2015-04-05,84.9,-1.57,6.16,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,strikeout,called_strike,,,,,13,Anthony Rizzo called out on strikes.,R,L,R,CHC,STL,S,2.0,,2,2,2015,0.34,0.51,-1.23,1.87,Dexter Fowler,,,1,1,Bot,,,,,Yadier Molina,,150405_193709,-0.22,-123.57,-4.58,5.2,24.57,-28.73,3.59,1.78,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,0.0,1.0,0.0,0.0,,8,5,Cutter,0,1,0,1,1,0,0,1,,,,-0.063,-0.446
216,CU,2015-04-05,78.1,-1.07,6.33,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,blocked_ball,,,,,14,Anthony Rizzo called out on strikes.,R,L,R,CHC,STL,B,,,1,2,2015,0.69,-1.19,0.94,-0.95,Dexter Fowler,,,1,1,Bot,,,,,Yadier Molina,,150405_193640,2.75,-113.58,-6.05,7.37,27.94,-44.27,3.54,1.77,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,8,4,Curveball,0,1,0,1,1,0,0,1,,,,0.0,0.032
224,FF,2015-04-05,92.4,-1.0,6.18,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,called_strike,,,,,9,Anthony Rizzo called out on strikes.,R,L,R,CHC,STL,S,,,1,1,2015,-0.19,1.73,0.81,2.32,Dexter Fowler,,,1,1,Bot,,,,,Yadier Molina,,150405_193618,4.93,-134.25,-7.75,-0.82,32.19,-12.87,3.74,1.83,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,8,3,4-Seam Fastball,0,1,0,1,1,0,0,1,,,,0.0,-0.107
239,FC,2015-04-05,88.6,-1.3,6.26,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,swinging_strike,,,,,2,Anthony Rizzo called out on strikes.,R,L,R,CHC,STL,S,,,1,0,2015,0.31,1.13,-0.17,3.2,Dexter Fowler,,,1,1,Bot,,,,,Yadier Molina,,150405_193553,1.83,-128.97,-3.7,5.34,24.74,-21.14,3.59,1.66,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,8,2,Cutter,0,1,0,1,1,0,0,1,,,,0.0,-0.061
246,CU,2015-04-05,77.0,-1.08,6.36,"Wainwright, Adam",Anthony Rizzo,Adam Wainwright,,blocked_ball,,,,,14,Anthony Rizzo called out on strikes.,R,L,R,CHC,STL,B,,,0,0,2015,0.97,-1.07,0.81,-0.49,Dexter Fowler,,,1,1,Bot,,,,,Yadier Molina,,150405_193518,1.89,-112.02,-5.05,9.73,26.92,-42.98,3.68,1.83,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,8,1,Curveball,0,1,0,1,1,0,0,1,,,,0.0,0.019
261,FC,2015-04-05,89.9,-1.13,6.1,"Wainwright, Adam",Jorge Soler,Adam Wainwright,field_out,hit_into_play,,,,,9,"Jorge Soler grounds out, second baseman Kolten Wong to first baseman Matt Adams.   Dexter Fowler to 3rd.",R,R,R,CHC,STL,X,4.0,ground_ball,1,2,2015,-0.03,1.4,0.79,1.81,,Dexter Fowler,,0,1,Bot,141.92,151.43,,,Yadier Molina,,150405_193416,4.73,-130.67,-7.77,1.23,24.59,-17.4,3.59,1.61,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,0.0,,0.0,0.0,,7,4,Cutter,0,1,0,1,1,0,0,1,,,,-0.014,-0.164
272,FC,2015-04-05,87.8,-1.19,6.21,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,swinging_strike,,,,,9,"Jorge Soler grounds out, second baseman Kolten Wong to first baseman Matt Adams.   Dexter Fowler to 3rd.",R,R,R,CHC,STL,S,,,1,1,2015,0.09,0.99,0.69,1.97,,Dexter Fowler,,0,1,Bot,,,,,Yadier Molina,,150405_193334,4.24,-127.71,-6.17,2.58,24.6,-22.98,3.59,1.61,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,7,3,Cutter,0,1,0,1,1,0,0,1,,,,0.0,-0.077
277,CU,2015-04-05,76.6,-1.24,6.33,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,blocked_ball,,,,,14,"Jorge Soler grounds out, second baseman Kolten Wong to first baseman Matt Adams.   Dexter Fowler to 3rd.",R,R,R,CHC,STL,B,,,0,1,2015,0.88,-1.12,1.7,0.22,,Dexter Fowler,,0,1,Bot,,,,,Yadier Molina,,150405_193244,4.37,-111.47,-3.29,8.79,26.3,-43.29,3.46,1.61,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,7,2,Curveball,0,1,0,1,1,0,0,1,,,,0.0,0.033
291,FF,2015-04-05,92.2,-1.18,6.11,"Wainwright, Adam",Jorge Soler,Adam Wainwright,,foul,,,,,5,"Jorge Soler grounds out, second baseman Kolten Wong to first baseman Matt Adams.   Dexter Fowler to 3rd.",R,R,R,CHC,STL,S,,,0,0,2015,-0.7,1.59,0.01,2.29,,Dexter Fowler,,0,1,Bot,,,,,Yadier Molina,,150405_193215,4.56,-134.09,-7.33,-7.47,30.55,-14.59,3.59,1.61,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,,,,0.0,-0.048
294,FC,2015-04-05,88.1,-1.26,6.18,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,double,hit_into_play,,,,,5,Dexter Fowler doubles (1) on a soft line drive to left fielder Matt Holliday.,R,L,R,CHC,STL,X,7.0,line_drive,1,0,2015,0.09,1.16,0.01,2.6,,,,0,1,Bot,72.12,133.25,,,Yadier Molina,,150405_193127,2.7,-128.17,-4.91,2.59,26.89,-20.92,3.97,1.69,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,1.25,,1.0,1.0,,6,2,Cutter,0,1,0,1,1,0,0,1,,,,0.064,0.599
310,SI,2015-04-05,90.1,-1.47,5.97,"Wainwright, Adam",Dexter Fowler,Adam Wainwright,,ball,,,,,13,Dexter Fowler doubles (1) on a soft line drive to left fielder Matt Holliday.,R,L,R,CHC,STL,B,,,0,0,2015,-1.45,1.32,-1.58,1.72,,,,0,1,Bot,,,,,Yadier Molina,,150405_193115,2.89,-131.0,-7.35,-16.39,29.32,-18.59,3.63,1.69,,,,,,,413661,425794,425877,Matt Adams,Kolten Wong,Matt Carpenter,Jhonny Peralta,Matt Holliday,Jon Jay,Jason Heyward,50,,,,,,,,6,1,Sinker,0,1,0,1,1,0,0,1,,,,0.0,0.033
153,FC,2015-04-05,89.9,2.11,5.19,"Lester, Jon",Matt Adams,Jon Lester,strikeout,swinging_strike,,,,,13,Matt Adams strikes out swinging.,R,L,L,CHC,STL,S,2.0,,1,2,2015,-0.23,0.93,-1.68,0.88,,,Matt Holliday,2,1,Top,,,,,David Ross,,150405_192828,-9.53,-130.42,-6.62,-1.24,26.39,-23.27,3.57,1.68,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.0,1.0,0.0,0.0,,5,5,Cutter,0,1,1,0,1,0,1,0,,,,0.02,-0.152
160,FF,2015-04-05,93.0,2.14,5.25,"Lester, Jon",Matt Adams,Jon Lester,,foul,,,,,13,Matt Adams strikes out swinging.,R,L,L,CHC,STL,S,,,1,2,2015,0.96,1.57,-0.36,1.52,,,Matt Holliday,2,1,Top,,,,,David Ross,,150405_192803,-9.38,-135.06,-7.18,14.37,30.98,-14.6,3.57,1.68,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,5,4,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,0.0
164,FF,2015-04-05,91.7,2.09,5.28,"Lester, Jon",Matt Adams,Jon Lester,,foul,,,,,5,Matt Adams strikes out swinging.,R,L,L,CHC,STL,S,,,1,1,2015,0.69,1.57,0.1,2.79,,,Matt Holliday,2,1,Top,,,,,David Ross,,150405_192737,-7.27,-133.38,-3.73,10.66,28.74,-14.82,3.57,1.68,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,5,3,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.06
169,FF,2015-04-05,93.8,2.18,5.25,"Lester, Jon",Matt Adams,Jon Lester,,foul,,,,,13,Matt Adams strikes out swinging.,R,L,L,CHC,STL,S,,,1,0,2015,0.76,1.91,-0.88,1.89,,,Matt Holliday,2,1,Top,,,,,David Ross,,150405_192713,-10.44,-135.96,-7.18,11.94,30.61,-9.89,3.57,1.68,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,5,2,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.044
178,FF,2015-04-05,92.2,2.05,5.19,"Lester, Jon",Matt Adams,Jon Lester,,ball,,,,,13,Matt Adams strikes out swinging.,R,L,L,CHC,STL,B,,,0,0,2015,0.54,1.67,-1.54,1.52,,,Matt Holliday,2,1,Top,,,,,David Ross,,150405_192655,-11.14,-133.65,-7.15,8.8,27.83,-13.42,3.57,1.68,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,5,1,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,0.032
187,CU,2015-04-05,76.8,2.3,5.44,"Lester, Jon",Jhonny Peralta,Jon Lester,strikeout,swinging_strike,,,,,7,Jhonny Peralta strikes out swinging.,R,R,L,CHC,STL,S,2.0,,0,2,2015,-0.8,0.02,-0.71,1.97,,,Matt Holliday,1,1,Top,,,,,David Ross,,150405_192617,-5.27,-111.82,-0.05,-6.13,19.64,-33.69,3.68,1.73,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.0,1.0,0.0,0.0,,4,3,Curveball,0,1,1,0,1,0,1,0,,,,0.025,-0.188
194,FF,2015-04-05,91.2,1.98,5.34,"Lester, Jon",Jhonny Peralta,Jon Lester,,foul,,,,,4,Jhonny Peralta strikes out swinging.,R,R,L,CHC,STL,S,,,0,1,2015,0.57,1.68,-0.74,2.93,,,Matt Holliday,1,1,Top,,,,,David Ross,,150405_192550,-8.8,-132.55,-3.67,8.89,29.43,-13.79,3.68,1.73,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,4,2,4-Seam Fastball,0,1,1,0,1,0,1,0,,,,0.0,-0.057
203,SI,2015-04-05,91.1,2.25,5.3,"Lester, Jon",Jhonny Peralta,Jon Lester,,foul,,,,,5,Jhonny Peralta strikes out swinging.,R,R,L,CHC,STL,S,,,0,0,2015,1.23,0.98,0.2,2.64,,,Matt Holliday,1,1,Top,,,,,David Ross,,150405_192527,-8.7,-132.38,-2.69,17.41,26.45,-22.44,3.68,1.73,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,4,1,Sinker,0,1,1,0,1,0,1,0,,,,0.0,-0.043
211,FF,2015-04-05,93.2,2.08,5.21,"Lester, Jon",Matt Holliday,Jon Lester,single,hit_into_play,,,,,7,Matt Holliday singles on a line drive to right fielder Jorge Soler.   Jason Heyward scores.,R,R,L,CHC,STL,X,9.0,line_drive,2,0,2015,1.06,1.52,-0.29,1.83,,Jason Heyward,,1,1,Top,174.81,126.59,,,David Ross,,150405_192430,-9.25,-135.37,-6.13,15.71,32.6,-15.24,3.52,1.95,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.9,,1.0,0.0,,3,3,4-Seam Fastball,0,0,0,0,1,0,1,0,,,,-0.084,0.534
223,FF,2015-04-05,89.9,2.17,5.3,"Lester, Jon",Matt Holliday,Jon Lester,,ball,,,,,13,Matt Holliday singles on a line drive to right fielder Jorge Soler.   Jason Heyward scores.,R,R,L,CHC,STL,B,,,1,0,2015,-0.03,1.23,-1.34,1.9,,Jason Heyward,,1,1,Top,,,,,David Ross,,150405_192406,-9.24,-130.51,-4.9,1.22,28.83,-19.78,3.52,1.81,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.0,0.043
226,FF,2015-04-05,92.7,2.4,5.31,"Lester, Jon",Matt Holliday,Jon Lester,,ball,,,,,14,Matt Holliday singles on a line drive to right fielder Jorge Soler.   Jason Heyward scores.,R,R,L,CHC,STL,B,,,0,0,2015,0.91,1.79,1.47,2.35,,Jason Heyward,,1,1,Top,,,,,David Ross,,150405_192346,-5.08,-134.87,-5.72,13.81,28.17,-11.59,3.46,1.89,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.0,0.037
240,FC,2015-04-05,89.9,2.3,5.28,"Lester, Jon",Jason Heyward,Jon Lester,double,hit_into_play,,,,,8,Jason Heyward doubles (1) on a line drive to right fielder Jorge Soler.,R,L,L,CHC,STL,X,9.0,line_drive,1,0,2015,-0.24,1.26,-0.26,2.05,,,,1,1,Top,190.38,118.72,,,David Ross,,150405_192247,-6.33,-130.71,-4.61,-1.34,27.42,-19.33,3.45,1.59,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,1.25,,1.0,1.0,,2,2,Cutter,0,0,0,0,0,0,0,0,,,,-0.041,0.4
253,FF,2015-04-05,94.0,2.01,5.18,"Lester, Jon",Jason Heyward,Jon Lester,,ball,,,,,13,Jason Heyward doubles (1) on a line drive to right fielder Jorge Soler.,R,L,L,CHC,STL,B,,,0,0,2015,0.95,1.92,-1.09,1.61,,,,1,1,Top,,,,,David Ross,,150405_192234,-11.03,-136.21,-7.76,14.55,31.47,-9.73,3.45,1.59,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.0,0.024
254,FF,2015-04-05,93.6,2.27,5.26,"Lester, Jon",Matt Carpenter,Jon Lester,field_out,hit_into_play,,,,,6,"Matt Carpenter grounds out, second baseman Tommy La Stella to first baseman Anthony Rizzo.",R,L,L,CHC,STL,X,4.0,ground_ball,2,2,2015,0.89,1.88,0.63,2.4,,,,0,1,Top,141.92,159.3,,,David Ross,,150405_192154,-6.94,-136.01,-5.74,13.59,32.27,-10.33,3.56,1.72,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,0.0,,0.0,0.0,,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.022,-0.201
271,CU,2015-04-05,75.9,2.18,5.56,"Lester, Jon",Matt Carpenter,Jon Lester,,ball,,,,,13,"Matt Carpenter grounds out, second baseman Tommy La Stella to first baseman Anthony Rizzo.",R,L,L,CHC,STL,B,,,1,2,2015,-1.3,-0.04,-1.82,2.08,,,,0,1,Top,,,,,David Ross,,150405_192133,-6.31,-110.41,0.33,-10.28,21.77,-34.11,3.56,1.72,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,1,5,Curveball,0,0,0,0,0,0,0,0,,,,0.0,0.036
283,FF,2015-04-05,91.6,2.28,5.21,"Lester, Jon",Matt Carpenter,Jon Lester,,ball,,,,,13,"Matt Carpenter grounds out, second baseman Tommy La Stella to first baseman Anthony Rizzo.",R,L,L,CHC,STL,B,,,0,2,2015,0.03,1.12,-0.64,1.22,,,,0,1,Top,,,,,David Ross,,150405_192113,-8.07,-133.0,-6.57,2.1,28.35,-20.54,3.35,1.74,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.0,0.018
285,FF,2015-04-05,94.8,2.13,5.31,"Lester, Jon",Matt Carpenter,Jon Lester,,foul,,,,,1,"Matt Carpenter grounds out, second baseman Tommy La Stella to first baseman Anthony Rizzo.",R,L,L,CHC,STL,S,,,0,2,2015,0.93,1.76,-0.52,3.28,,,,0,1,Top,,,,,David Ross,,150405_192047,-9.8,-137.67,-3.34,14.37,35.28,-11.56,3.56,1.72,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.0,0.0
300,FF,2015-04-05,93.4,2.12,5.31,"Lester, Jon",Matt Carpenter,Jon Lester,,swinging_strike,,,,,5,"Matt Carpenter grounds out, second baseman Tommy La Stella to first baseman Anthony Rizzo.",R,L,L,CHC,STL,S,,,0,1,2015,0.78,1.92,-0.19,2.35,,,,0,1,Top,,,,,David Ross,,150405_192025,-8.41,-135.69,-5.98,12.04,34.23,-10.09,3.56,1.72,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.0,-0.046
308,FF,2015-04-05,93.6,2.28,5.3,"Lester, Jon",Matt Carpenter,Jon Lester,,called_strike,,,,,6,"Matt Carpenter grounds out, second baseman Tommy La Stella to first baseman Anthony Rizzo.",R,L,L,CHC,STL,S,,,0,0,2015,0.45,1.77,0.42,2.96,,,,0,1,Top,,,,,David Ross,,150405_191954,-6.41,-136.06,-4.0,7.67,34.69,-11.96,3.56,1.72,,,,,,,413661,452657,424325,Anthony Rizzo,Tommy La Stella,Mike Olt,Starlin Castro,Chris Coghlan,Dexter Fowler,Jorge Soler,50,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0.0,-0.032
