,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,y
4299320,SL,2021-06-22,79.3,-2.28,5.25,"McHugh, Collin",Hunter Renfroe,Collin McHugh,,swinging_strike,,,,,14.0,Hunter Renfroe lines out sharply to left fielder Randy Arozarena.,R,R,R,TB,BOS,S,,,0,0,2021,1.62,0.12,0.92,2.13,,,,2,5,Top,,,,,Francisco Mejia,,,3.982490103108976,-115.3792665309754,-0.1214854551548153,13.305595077602163,26.31340974444959,-31.33427812171357,3.41,1.56,,,,79.1,2753.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.83,,,,,,,,41,1,Slider,2,5,5,2,5,2,5,2,Infield shift,Standard,50.0,0.0,-0.018,swinging_strike
4299321,FF,2021-06-22,90.5,-1.84,5.53,"McHugh, Collin",Hunter Renfroe,Collin McHugh,,called_strike,,,,,12.0,Hunter Renfroe lines out sharply to left fielder Randy Arozarena.,R,R,R,TB,BOS,S,,,0,1,2021,-0.61,1.51,1.09,2.59,,,,2,5,Top,,,,,Francisco Mejia,,,8.666550011592204,-131.38389872415257,-4.5432129775811,-9.062707117388571,31.131703699082824,-14.001657351957371,3.2,1.59,,,,90.7,2216.0,6.8,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.71,,,,,,,,41,2,4-Seam Fastball,2,5,5,2,5,2,5,2,Infield shift,Standard,217.0,0.0,-0.024,called_strike
4299322,SL,2021-06-22,80.4,-1.94,5.29,"McHugh, Collin",Hunter Renfroe,Collin McHugh,,ball,,,,,14.0,Hunter Renfroe lines out sharply to left fielder Randy Arozarena.,R,R,R,TB,BOS,B,,,0,2,2021,1.59,0.16,2.06,0.61,,,,2,5,Top,,,,,Francisco Mejia,,,5.890372084218123,-116.90328242692748,-3.866985146633911,13.047774578012596,26.02262248194228,-30.14771864803818,3.41,1.58,,,,80.5,2759.0,6.8,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.69,,,,,,,,41,3,Slider,2,5,5,2,5,2,5,2,Standard,Standard,42.0,0.0,0.011,ball
4299323,SL,2021-06-22,80.8,-2.09,5.23,"McHugh, Collin",Hunter Renfroe,Collin McHugh,field_out,hit_into_play,,,,,8.0,Hunter Renfroe lines out sharply to left fielder Randy Arozarena.,R,R,R,TB,BOS,X,7.0,line_drive,1,2,2021,1.31,0.35,-0.17,1.7,,,,2,5,Top,67.54,74.11,,,Francisco Mejia,,,1.7966208189659705,-117.6122822770754,-1.791567107530876,11.663520644869983,25.45207476005138,-28.79927501593353,3.41,1.56,340.0,106.7,13.0,81.0,2662.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.76,0.817,0.82,0.0,1.0,0.0,0.0,5.0,41,4,Slider,2,5,5,2,5,2,5,2,Standard,Standard,51.0,0.005,-0.073,field_out
4299324,SI,2021-06-22,90.5,1.91,5.8,"Rodriguez, Eduardo",Kevin Kiermaier,Eduardo Rodriguez,hit_by_pitch,hit_by_pitch,,,,,12.0,Kevin Kiermaier hit by pitch.,R,L,L,TB,BOS,B,,,0,0,2021,1.31,1.01,2.52,3.59,,,,0,5,Bot,,,,,Christian Vazquez,,,-1.2876684967890686,-131.77489390780346,-1.647399939840276,15.434160081551306,32.041648186635555,-20.405562490957788,3.41,1.56,,,,89.8,2061.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.32,,,0.7,1.0,0.0,0.0,,42,1,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,149.0,0.044,0.405,hit_by_pitch
4299325,FC,2021-06-22,88.4,1.84,5.65,"Rodriguez, Eduardo",Yandy Diaz,Eduardo Rodriguez,,foul,,,,,1.0,Yandy Diaz singles on a ground ball to right fielder Hunter Renfroe.   Kevin Kiermaier to 2nd.,R,R,L,TB,BOS,S,,,0,0,2021,0.0,0.96,-0.34,3.03,,,Kevin Kiermaier,0,5,Bot,,,,,Christian Vazquez,,,-5.324113865985091,-128.6556301554604,-2.29349004939011,1.0697258618570762,26.83714950736864,-21.285167198926622,3.47,1.59,195.0,69.1,27.0,88.5,2098.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.13,,,,,,,,43,1,Cutter,2,5,2,5,5,2,2,5,Standard,Standard,155.0,0.0,-0.058,foul
4299326,FC,2021-06-22,88.4,2.02,5.55,"Rodriguez, Eduardo",Yandy Diaz,Eduardo Rodriguez,,ball,,,,,11.0,Yandy Diaz singles on a ground ball to right fielder Hunter Renfroe.   Kevin Kiermaier to 2nd.,R,R,L,TB,BOS,B,,,0,1,2021,-0.31,0.62,-1.05,2.9,,,Kevin Kiermaier,0,5,Bot,,,,,Christian Vazquez,,,-6.847449640160556,-128.626849781624,-1.677416839731089,-1.9667381713191256,26.797144043421703,-25.11752736883467,3.42,1.64,,,,88.4,2162.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.17,,,,,,,,43,2,Cutter,2,5,2,5,5,2,2,5,Standard,Strategic,158.0,0.0,0.042,ball
4299327,FF,2021-06-22,91.8,1.98,5.63,"Rodriguez, Eduardo",Yandy Diaz,Eduardo Rodriguez,,swinging_strike,,,,,3.0,Yandy Diaz singles on a ground ball to right fielder Hunter Renfroe.   Kevin Kiermaier to 2nd.,R,R,L,TB,BOS,S,,,1,1,2021,0.59,1.3,0.28,3.4,,,Kevin Kiermaier,0,5,Bot,,,,,Christian Vazquez,,,-5.5723653887513,-133.60352412520157,-2.5753511032703584,8.256166648897212,30.59503594077076,-16.26859854987217,3.47,1.59,,,,91.5,2127.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.24,,,,,,,,43,3,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Strategic,147.0,0.0,-0.099,swinging_strike
4299328,FC,2021-06-22,86.1,2.03,5.47,"Rodriguez, Eduardo",Yandy Diaz,Eduardo Rodriguez,,ball,,,,,12.0,Yandy Diaz singles on a ground ball to right fielder Hunter Renfroe.   Kevin Kiermaier to 2nd.,R,R,L,TB,BOS,B,,,1,2,2021,-0.33,0.47,1.59,2.97,,,Kevin Kiermaier,0,5,Bot,,,,,Christian Vazquez,,,-0.3802227179118051,-125.46868115003105,-0.6760252745654478,-3.424082338971182,25.335743958533143,-27.2984366349229,3.34,1.63,,,,86.4,2106.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.13,,,,,,,,43,4,Cutter,2,5,2,5,5,2,2,5,Standard,Standard,176.0,0.0,0.062,ball
4299329,SI,2021-06-22,91.9,1.73,5.74,"Rodriguez, Eduardo",Yandy Diaz,Eduardo Rodriguez,single,hit_into_play,,,,,3.0,Yandy Diaz singles on a ground ball to right fielder Hunter Renfroe.   Kevin Kiermaier to 2nd.,R,R,L,TB,BOS,X,9.0,ground_ball,2,2,2021,1.42,0.7,0.75,2.95,,,Kevin Kiermaier,0,5,Bot,156.86,149.92,,,Christian Vazquez,,,-5.590278534787418,-133.6671280267407,-2.690202220840889,18.26084010962286,31.453162435504648,-23.41696368073281,3.47,1.59,16.0,97.6,-9.0,91.7,2093.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.08,0.263,0.254,0.9,1.0,1.0,0.0,2.0,43,5,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,146.0,0.07,0.753,single
4299330,SL,2021-06-22,82.8,1.8,5.82,"Rodriguez, Eduardo",Wander Franco,Eduardo Rodriguez,home_run,hit_into_play,,,,,13.0,Wander Franco homers (1) on a fly ball to left field.   Kevin Kiermaier scores.    Yandy Diaz scores.,R,R,L,TB,BOS,X,,fly_ball,0,0,2021,-0.28,0.03,-0.25,1.27,,Kevin Kiermaier,Yandy Díaz,0,5,Bot,27.61,89.6,,,Christian Vazquez,,,-4.122424160981228,-120.51596040798545,-3.936298612039212,-1.905904536373534,24.538818940521463,-31.328677122473497,3.3,1.5,362.0,95.5,27.0,83.0,2121.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.0,0.211,0.305,2.0,1.0,0.0,3.0,5.0,44,1,Slider,2,5,2,5,5,5,5,5,Standard,Standard,304.0,0.272,1.945,home_run
4299331,FF,2021-06-22,93.6,1.75,5.67,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,,ball,,,,,13.0,Austin Meadows flies out to left fielder Alex Verdugo.,R,L,L,TB,BOS,B,,,0,0,2021,0.75,1.22,-0.83,2.42,,,,0,5,Bot,,,,,Christian Vazquez,,,-8.347660483783722,-135.97167876611974,-5.333502738496802,11.216399772166108,30.78408951068036,-16.043680833873044,3.42,1.53,,,,93.6,2227.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.04,,,,,,,,45,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,144.0,0.0,0.038,ball
4299332,FF,2021-06-22,93.1,1.76,5.65,"Rodriguez, Eduardo",Austin Meadows,Eduardo Rodriguez,field_out,hit_into_play,,,,,2.0,Austin Meadows flies out to left fielder Alex Verdugo.,R,L,L,TB,BOS,X,7.0,fly_ball,1,0,2021,0.86,1.14,0.03,3.12,,,,0,5,Bot,52.06,111.96,,,Christian Vazquez,,,-6.34639873414471,-135.39684098300137,-3.2205397232642463,11.92951432807676,30.669260424995755,-17.628761897745544,3.49,1.6,283.0,89.0,43.0,93.4,2227.0,6.6,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,53.9,0.003,0.003,0.0,1.0,0.0,0.0,3.0,45,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,143.0,-0.029,-0.279,field_out
4299333,FC,2021-06-22,89.6,1.87,5.66,"Rodriguez, Eduardo",Randy Arozarena,Eduardo Rodriguez,single,hit_into_play,,,,,11.0,Randy Arozarena singles on a soft ground ball to pitcher Eduardo Rodriguez.,R,R,L,TB,BOS,X,1.0,ground_ball,0,0,2021,-0.28,0.72,-0.94,2.76,,,,1,5,Bot,127.51,185.13,,,Christian Vazquez,,,-6.354414985215457,-130.30054984112542,-2.6603115461971614,-1.8316195942755764,28.573473561208665,-23.67760137145765,3.32,1.51,75.0,37.5,25.0,89.6,2254.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.08,0.237,0.222,0.9,1.0,1.0,0.0,1.0,46,1,Cutter,5,5,5,5,5,5,5,5,Strategic,Standard,162.0,0.033,0.262,single
4299334,FF,2021-06-22,91.2,2.14,5.58,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,called_strike,,,,,3.0,Manuel Margot called out on strikes.,R,R,L,TB,BOS,S,,,0,0,2021,0.48,1.4,0.42,3.48,,,Randy Arozarena,1,5,Bot,,,,,Christian Vazquez,,,-5.36184562771694,-132.78127228141912,-2.3855694534669807,6.867498518597993,29.32411093905468,-15.390924400749192,3.37,1.53,,,,91.2,2199.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.14,,,,,,,,47,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,152.0,0.0,-0.049,called_strike
4299335,FF,2021-06-22,91.8,2.15,5.5,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,swinging_strike,,,,,3.0,Manuel Margot called out on strikes.,R,R,L,TB,BOS,S,,,0,1,2021,0.56,1.23,0.46,3.13,,,Randy Arozarena,1,5,Bot,,,,,Christian Vazquez,,,-5.453982205654329,-133.6527131526883,-2.799061215843196,7.86244894158877,29.65208221804525,-17.02476651902107,3.32,1.51,,,,91.7,2211.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.26,,,,,,,,47,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,145.0,-0.055,-0.064,swinging_strike
4299336,FF,2021-06-22,93.4,1.88,5.58,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,foul,,,,,4.0,Manuel Margot called out on strikes.,R,R,L,TB,BOS,S,,,0,2,2021,0.56,1.42,-0.77,2.51,,,,2,5,Bot,,,,,Christian Vazquez,,,-8.09508964227031,-135.73376519595124,-5.2606517880742105,8.77927041883254,30.59464980042341,-13.636694837924756,3.32,1.51,90.0,60.3,75.0,93.5,2259.0,6.5,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.01,,,,,,,,47,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,134.0,0.0,0.0,foul
4299337,FF,2021-06-22,93.1,2.0,5.53,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,ball,,,,,12.0,Manuel Margot called out on strikes.,R,R,L,TB,BOS,B,,,0,2,2021,0.76,1.03,1.18,3.89,,,,2,5,Bot,,,,,Christian Vazquez,,,-3.7588479432429938,-135.63272198727387,-0.7135721754151029,10.14786806194008,29.740898680300763,-19.48863022766728,3.32,1.52,,,,93.1,2198.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.28,,,,,,,,47,4,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,139.0,0.0,0.011,ball
4299338,CH,2021-06-22,85.1,1.99,5.69,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,,ball,,,,,14.0,Manuel Margot called out on strikes.,R,R,L,TB,BOS,B,,,1,2,2021,1.26,0.94,1.57,2.0,,,,2,5,Bot,,,,,Christian Vazquez,,,-3.5301366083409857,-123.8709550923874,-4.196749049613733,13.644722395556428,26.67551291612611,-21.90567067393505,3.32,1.52,,,,84.9,1795.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.16,,,,,,,,47,5,Changeup,5,5,5,5,5,5,5,5,Strategic,Standard,132.0,0.0,0.018,ball
4299339,FC,2021-06-22,88.7,1.92,5.52,"Rodriguez, Eduardo",Manuel Margot,Eduardo Rodriguez,strikeout,called_strike,,,,,14.0,Manuel Margot called out on strikes.,R,R,L,TB,BOS,S,2.0,,2,2,2021,-0.18,0.74,0.91,2.38,,,,2,5,Bot,,,,,Christian Vazquez,,,-2.10754652917062,-129.27562116606984,-3.2197621529205973,-1.6135365344829888,26.10080089835976,-23.37654959938784,3.3,1.5,,,,89.2,2171.0,6.4,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.09,,,0.0,1.0,0.0,0.0,,47,6,Cutter,5,5,5,5,5,5,5,5,Strategic,Standard,153.0,-0.014,-0.091,strikeout
4299340,SL,2021-06-22,78.3,-2.17,5.33,"McHugh, Collin",Christian Vazquez,Collin McHugh,,called_strike,,,,,4.0,Christian Vazquez flies out to left fielder Randy Arozarena.,R,R,R,TB,BOS,S,,,0,0,2021,1.6,0.47,-0.29,2.37,,,,0,6,Top,,,,,Francisco Mejia,,,1.1061150491489162,-113.98235211385844,-0.272081182977987,13.539188274850604,24.422819757453688,-28.291804461128205,3.06,1.38,,,,78.4,2697.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.81,,,,,,,,48,1,Slider,5,5,5,5,5,5,5,5,Standard,Standard,58.0,0.0,-0.038,called_strike
4299341,FC,2021-06-22,88.0,-1.86,5.56,"McHugh, Collin",Christian Vazquez,Collin McHugh,,swinging_strike,,,,,14.0,Christian Vazquez flies out to left fielder Randy Arozarena.,R,R,R,TB,BOS,S,,,0,1,2021,0.13,0.92,1.31,2.24,,,,0,6,Top,,,,,Francisco Mejia,,,7.453626451768563,-127.94867614142208,-3.850039168434217,-0.146670109348296,27.3852645079438,-21.47710960250584,3.29,1.49,,,,88.4,2428.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.83,,,,,,,,48,2,Cutter,5,5,5,5,5,5,5,5,Standard,Standard,210.0,0.0,-0.052,swinging_strike
4299342,CU,2021-06-22,75.4,-1.65,5.87,"McHugh, Collin",Christian Vazquez,Collin McHugh,field_out,hit_into_play,,,,,14.0,Christian Vazquez flies out to left fielder Randy Arozarena.,R,R,R,TB,BOS,X,7.0,fly_ball,0,2,2021,1.4,-0.93,0.02,1.11,,,,0,6,Top,69.81,85.64,,,Francisco Mejia,,,0.9825147906708672,-109.69068257386154,-0.8895192453856764,10.793558694092,25.124671630228725,-39.60646543534439,3.29,1.49,311.0,92.7,42.0,74.6,2765.0,6.4,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,54.08,0.006,0.006,0.0,1.0,0.0,0.0,3.0,48,3,Curveball,5,5,5,5,5,5,5,5,Standard,Standard,40.0,0.033,-0.152,field_out
4299343,SL,2021-06-22,78.1,-2.25,5.3,"McHugh, Collin",Enrique Hernandez,Collin McHugh,field_out,hit_into_play,,,,,5.0,Enrique Hernandez flies out to left fielder Randy Arozarena.,R,R,R,TB,BOS,X,7.0,fly_ball,0,0,2021,1.39,-0.12,0.26,2.46,,,,1,6,Top,63.9,72.48,,,Francisco Mejia,,,2.843993374036873,-113.5385997432274,1.153265639698234,11.199972023848389,25.51911718911672,-33.70664675242793,3.32,1.51,347.0,92.6,26.0,77.8,2780.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.83,0.174,0.242,0.0,1.0,0.0,0.0,3.0,49,1,Slider,5,5,5,5,5,5,5,5,Infield shift,Standard,57.0,0.025,-0.163,field_out
4299344,FF,2021-06-22,90.5,-1.96,5.54,"McHugh, Collin",Bobby Dalbec,Collin McHugh,,called_strike,,,,,12.0,Bobby Dalbec strikes out swinging.,R,R,R,TB,BOS,S,,,0,0,2021,-0.81,1.36,0.83,2.83,,,,2,6,Top,,,,,Francisco Mejia,,,8.727557178536415,-131.45747524258056,-3.7221417225097087,-11.280671843304471,28.833064648407547,-15.787251910960906,3.54,1.68,1.0,,,90.6,2253.0,6.5,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.98,,,,,,,,50,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,219.0,0.0,-0.018,called_strike
4299345,FC,2021-06-22,87.6,-1.97,5.49,"McHugh, Collin",Bobby Dalbec,Collin McHugh,,ball,,,,,14.0,Bobby Dalbec strikes out swinging.,R,R,R,TB,BOS,B,,,0,1,2021,0.27,0.63,1.31,1.64,,,,2,6,Top,,,,,Francisco Mejia,,,7.401525088538618,-127.32199831706312,-4.475305796484584,1.4428266180104306,26.39702976696777,-24.55757368873489,3.49,1.65,,,,88.3,2402.0,6.8,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.71,,,,,,,,50,2,Cutter,5,5,5,5,5,5,5,5,Standard,Standard,202.0,0.0,0.014,ball
4299346,SL,2021-06-22,78.7,-2.2,5.29,"McHugh, Collin",Bobby Dalbec,Collin McHugh,,called_strike,,,,,14.0,Bobby Dalbec strikes out swinging.,R,R,R,TB,BOS,S,,,1,1,2021,2.09,-0.29,0.66,1.44,,,,2,6,Top,,,,,Francisco Mejia,,,2.305193080947036,-114.4191681803212,-0.8018420372742168,17.493070189619335,26.73467163709346,-34.72713326391548,3.39,1.56,,,,78.2,2868.0,6.6,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.9,,,,,,,,50,3,Slider,5,5,5,5,5,5,5,5,Standard,Standard,51.0,0.0,-0.027,called_strike
4299347,SL,2021-06-22,80.2,-2.02,5.27,"McHugh, Collin",Bobby Dalbec,Collin McHugh,,ball,,,,,14.0,Bobby Dalbec strikes out swinging.,R,R,R,TB,BOS,B,,,1,2,2021,1.96,-0.06,1.63,0.86,,,,2,6,Top,,,,,Francisco Mejia,,,4.3878152516389655,-116.55050354238504,-2.765020544234938,16.498832671229522,27.1350813444353,-32.37152032737421,3.44,1.6,,,,80.0,2829.0,6.8,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.74,,,,,,,,50,4,Slider,5,5,5,5,5,5,5,5,Standard,Standard,56.0,0.0,0.018,ball
4299348,SL,2021-06-22,81.3,-1.94,5.35,"McHugh, Collin",Bobby Dalbec,Collin McHugh,,ball,,,,,14.0,Bobby Dalbec strikes out swinging.,R,R,R,TB,BOS,B,,,2,2,2021,1.48,0.14,1.1,0.33,,,,2,6,Top,,,,,Francisco Mejia,,,4.0004011933769466,-118.21841017479191,-4.806474760680706,12.785358975456264,26.287807883430983,-30.028587294364097,3.39,1.65,,,,81.3,2762.0,6.7,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.8,,,,,,,,50,5,Slider,5,5,5,5,5,5,5,5,Standard,Standard,50.0,0.0,0.043,ball
4299349,FC,2021-06-22,86.3,-2.05,5.37,"McHugh, Collin",Bobby Dalbec,Collin McHugh,strikeout,swinging_strike,,,,,5.0,Bobby Dalbec strikes out swinging.,R,R,R,TB,BOS,S,2.0,,3,2,2021,0.24,0.55,0.12,2.75,,,,2,6,Top,,,,,Francisco Mejia,,,4.718740798727349,-125.6550023138362,-1.1595728498183455,1.5642237808075965,25.514816832081728,-26.27867161586813,3.55,1.63,,,,87.1,2517.0,6.8,633519,543521,642336,Yandy Diaz,Brandon Lowe,Wander Franco,Taylor Walls,Randy Arozarena,Kevin Kiermaier,Manuel Margot,53.71,,,0.0,1.0,0.0,0.0,,50,6,Cutter,5,5,5,5,5,5,5,5,Standard,Standard,182.0,0.016,-0.134,strikeout
4299350,FF,2021-06-22,91.7,1.93,5.66,"Rodriguez, Eduardo",Francisco Mejia,Eduardo Rodriguez,,swinging_strike,,,,,11.0,Francisco Mejia lines out to center fielder Danny Santana.,R,R,L,TB,BOS,S,,,0,0,2021,0.77,1.14,-0.07,3.69,,,,0,6,Bot,,,,,Christian Vazquez,,,-6.714728511748831,-133.3348113540538,-1.55724147638138,10.631682758280393,29.784197620635062,-18.500720995055783,3.26,1.48,,,,91.6,2183.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.15,,,,,,,,51,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Strategic,Standard,144.0,0.0,-0.038,swinging_strike
4299351,FC,2021-06-22,88.5,1.89,5.65,"Rodriguez, Eduardo",Francisco Mejia,Eduardo Rodriguez,,foul,,,,,2.0,Francisco Mejia lines out to center fielder Danny Santana.,R,R,L,TB,BOS,S,,,0,1,2021,0.05,1.0,-0.25,2.88,,,,0,6,Bot,,,,,Christian Vazquez,,,-5.313321472665454,-128.90450493704998,-2.807819450306099,1.6231100046624722,25.63496781172021,-20.59842137133504,3.26,1.48,193.0,69.3,25.0,88.6,2195.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.32,,,,,,,,51,2,Cutter,5,5,5,5,5,5,5,5,Strategic,Standard,146.0,0.0,-0.052,foul
4299352,FF,2021-06-22,93.2,1.79,5.67,"Rodriguez, Eduardo",Francisco Mejia,Eduardo Rodriguez,field_out,hit_into_play,,,,,2.0,Francisco Mejia lines out to center fielder Danny Santana.,R,R,L,TB,BOS,X,8.0,line_drive,0,2,2021,0.77,1.09,-0.21,3.35,,,,0,6,Bot,131.32,77.83,,,Christian Vazquez,,,-6.817150300414642,-135.4823814406322,-2.5447845305767016,11.026086607112632,31.71102591422262,-18.41952646137237,3.26,1.48,302.0,83.2,25.0,92.7,2140.0,6.2,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.29,0.234,0.254,0.0,1.0,0.0,0.0,3.0,51,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,145.0,-0.033,-0.152,field_out
4299353,FF,2021-06-22,93.0,1.71,5.72,"Rodriguez, Eduardo",Brandon Lowe,Eduardo Rodriguez,field_out,hit_into_play,,,,,5.0,Brandon Lowe pops out to third baseman Rafael Devers in foul territory.,R,L,L,TB,BOS,X,5.0,popup,0,0,2021,0.94,1.22,0.06,2.37,,,,1,6,Bot,99.57,181.89,,,Christian Vazquez,,,-6.301879784402853,-135.23609846393956,-5.452291961969641,12.964413008214876,31.649192613184656,-16.161526176193487,3.3,1.5,82.0,84.2,74.0,92.7,2182.0,6.3,633519,593958,543877,Bobby Dalbec,Enrique Hernandez,Rafael Devers,Xander Bogaerts,Alex Verdugo,Danny Santana,Hunter Renfroe,54.18,0.003,0.003,0.0,1.0,0.0,0.0,3.0,52,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,137.0,-0.024,-0.163,field_out
